,DeviceId,Time,Parking_Status
176,['00-80-00-00-04-01-9f-d7'],2021-08-14T13:30:30.042034Z,0
177,['00-80-00-00-04-01-9f-d7'],2021-06-24T11:48:52.227503Z,0
178,['00-80-00-00-04-01-9f-d7'],2021-08-31T23:26:24.155301Z,0
179,['00-80-00-00-04-01-9f-d7'],2021-08-25T07:37:26.037781Z,1
180,['00-80-00-00-04-01-9f-d7'],2021-06-06T16:37:56.896792Z,0
181,['00-80-00-00-04-01-9f-d7'],2021-08-16T02:29:35.249485Z,0
182,['00-80-00-00-04-01-9f-d7'],2021-07-14T10:49:30.672264Z,1
183,['00-80-00-00-04-01-9f-d7'],2021-08-16T06:04:20.952603Z,1
184,['00-80-00-00-04-01-9f-d7'],2021-08-21T08:10:49.515502Z,0
185,['00-80-00-00-04-01-9f-d7'],2021-07-13T20:30:31.823807Z,0
186,['00-80-00-00-04-01-9f-d7'],2021-08-18T22:54:50.911709Z,0
187,['00-80-00-00-04-01-9f-d7'],2021-08-10T16:27:04.376494Z,0
188,['00-80-00-00-04-01-9f-d7'],2021-08-12T04:14:33.595484Z,1
189,['00-80-00-00-04-01-9f-d7'],2021-09-03T02:44:29.856681Z,1
190,['00-80-00-00-04-01-9f-d7'],2021-06-13T22:49:04.641498Z,0
191,['00-80-00-00-04-01-9f-d7'],2021-08-06T15:48:51.867703Z,0
192,['00-80-00-00-04-01-9f-d7'],2021-06-10T14:53:01.643463Z,1
193,['00-80-00-00-04-01-9f-d7'],2021-08-08T16:43:46.158695Z,0
194,['00-80-00-00-04-01-9f-d7'],2021-09-05T12:00:29.743408Z,0
195,['00-80-00-00-04-01-9f-d7'],2021-06-16T06:53:29.389732Z,1
196,['00-80-00-00-04-01-9f-d7'],2021-08-13T08:52:34.331888Z,1
197,['00-80-00-00-04-01-9f-d7'],2021-08-03T01:21:25.423967Z,0
198,['00-80-00-00-04-01-9f-d7'],2021-07-14T14:24:18.455022Z,0
199,['00-80-00-00-04-01-9f-d7'],2021-06-01T04:21:38.459061Z,1
200,['00-80-00-00-04-01-9f-d7'],2021-07-22T17:20:32.386478Z,0
201,['00-80-00-00-04-01-9f-d7'],2021-06-16T14:03:00.907915Z,0
202,['00-80-00-00-04-01-9f-d7'],2021-06-25T08:05:51.662988Z,0
203,['00-80-00-00-04-01-9f-d7'],2021-07-11T20:59:28.292616Z,0
204,['00-80-00-00-04-01-9f-d7'],2021-09-05T02:27:52.186674Z,0
205,['00-80-00-00-04-01-9f-d7'],2021-09-06T23:48:01.516166Z,0
206,['00-80-00-00-04-01-9f-d7'],2021-08-23T16:15:17.301542Z,0
207,['00-80-00-00-04-01-9f-d7'],2021-06-07T21:16:01.686788Z,0
208,['00-80-00-00-04-01-9f-d7'],2021-06-21T13:25:34.670703Z,0
209,['00-80-00-00-04-01-9f-d7'],2021-08-23T15:03:42.605817Z,1
210,['00-80-00-00-04-01-9f-d7'],2021-07-23T13:37:28.803510Z,0
211,['00-80-00-00-04-01-9f-d7'],2021-08-12T09:00:58.181453Z,1
212,['00-80-00-00-04-01-9f-d7'],2021-08-11T12:44:03.813018Z,1
213,['00-80-00-00-04-01-9f-d7'],2021-08-01T11:10:49.467156Z,0
214,['00-80-00-00-04-01-9f-d7'],2021-07-16T16:30:50.543323Z,0
215,['00-80-00-00-04-01-9f-d7'],2021-06-14T17:54:29.186087Z,0
216,['00-80-00-00-04-01-9f-d7'],2021-08-05T23:06:47.124835Z,0
217,['00-80-00-00-04-01-9f-d7'],2021-08-19T12:02:20.874946Z,1
218,['00-80-00-00-04-01-9f-d7'],2021-07-18T23:23:40.216722Z,0
219,['00-80-00-00-04-01-9f-d7'],2021-07-22T06:36:21.146267Z,1
220,['00-80-00-00-04-01-9f-d7'],2021-08-07T13:17:27.283414Z,0
221,['00-80-00-00-04-01-9f-d7'],2021-06-27T12:35:33.887558Z,1
222,['00-80-00-00-04-01-9f-d7'],2021-06-03T04:05:01.971822Z,1
223,['00-80-00-00-04-01-9f-d7'],2021-06-11T01:37:22.864665Z,1
224,['00-80-00-00-04-01-9f-d7'],2021-06-27T19:45:04.241192Z,0
225,['00-80-00-00-04-01-9f-d7'],2021-07-26T03:39:50.092026Z,1
226,['00-80-00-00-04-01-9f-d7'],2021-07-15T03:31:48.385325Z,1
227,['00-80-00-00-04-01-9f-d7'],2021-06-07T15:18:10.177131Z,0
228,['00-80-00-00-04-01-9f-d7'],2021-09-03T21:49:56.710134Z,0
229,['00-80-00-00-04-01-9f-d7'],2021-09-08T06:49:14.352453Z,1
230,['00-80-00-00-04-01-9f-d7'],2021-06-23T14:20:31.862662Z,0
231,['00-80-00-00-04-01-9f-d7'],2021-06-05T00:04:16.655382Z,0
232,['00-80-00-00-04-01-9f-d7'],2021-08-10T09:17:41.920262Z,1
233,['00-80-00-00-04-01-9f-d7'],2021-07-25T02:36:35.928695Z,0
234,['00-80-00-00-04-01-9f-d7'],2021-06-25T00:56:26.174605Z,0
235,['00-80-00-00-04-01-9f-d7'],2021-06-05T14:23:16.658823Z,0
236,['00-80-00-00-04-01-9f-d7'],2021-06-11T19:31:08.577750Z,0
237,['00-80-00-00-04-01-9f-d7'],2021-06-08T11:35:05.576101Z,0
238,['00-80-00-00-04-01-9f-d7'],2021-06-25T05:42:46.784141Z,0
239,['00-80-00-00-04-01-9f-d7'],2021-09-04T02:36:17.453230Z,0
240,['00-80-00-00-04-01-9f-d7'],2021-08-20T09:30:54.271189Z,0
241,['00-80-00-00-04-01-9f-d7'],2021-08-24T17:18:36.976779Z,0
242,['00-80-00-00-04-01-9f-d7'],2021-06-19T20:51:50.846648Z,0
243,['00-80-00-00-04-01-9f-d7'],2021-06-18T22:11:46.665088Z,0
244,['00-80-00-00-04-01-9f-d7'],2021-06-14T05:58:44.336917Z,1
245,['00-80-00-00-04-01-9f-d7'],2021-06-26T04:22:53.185367Z,0
246,['00-80-00-00-04-01-9f-d7'],2021-06-01T18:40:46.447776Z,0
247,['00-80-00-00-04-01-9f-d7'],2021-08-29T03:26:23.132819Z,0
248,['00-80-00-00-04-01-9f-d7'],2021-08-02T08:39:24.769789Z,1
249,['00-80-00-00-04-01-9f-d7'],2021-06-30T15:21:52.178260Z,0
250,['00-80-00-00-04-01-9f-d7'],2021-07-24T09:54:30.280585Z,0
251,['00-80-00-00-04-01-9f-d7'],2021-08-04T23:15:13.916498Z,0
252,['00-80-00-00-04-01-9f-d7'],2021-07-31T14:54:02.076911Z,0
253,['00-80-00-00-04-01-9f-d7'],2021-07-18T03:06:51.828767Z,0
254,['00-80-00-00-04-01-9f-d7'],2021-06-25T04:31:15.923054Z,0
255,['00-80-00-00-04-01-9f-d7'],2021-07-13T08:47:07.546381Z,1
256,['00-80-00-00-04-01-9f-d7'],2021-08-31T16:17:09.582312Z,0
257,['00-80-00-00-04-01-9f-d7'],2021-07-16T08:09:54.210161Z,1
258,['00-80-00-00-04-01-9f-d7'],2021-06-06T09:28:42.293974Z,0
259,['00-80-00-00-04-01-9f-d7'],2021-06-03T13:37:49.269731Z,0
260,['00-80-00-00-04-01-9f-d7'],2021-08-02T18:12:08.013626Z,0
261,['00-80-00-00-04-01-9f-d7'],2021-07-01T21:11:29.862377Z,0
262,['00-80-00-00-04-01-9f-d7'],2021-08-21T01:01:35.374615Z,0
263,['00-80-00-00-04-01-9f-d7'],2021-07-15T17:50:56.267850Z,0
264,['00-80-00-00-04-01-9f-d7'],2021-06-28T06:29:27.441811Z,1
265,['00-80-00-00-04-01-9f-d7'],2021-06-21T03:53:06.502354Z,1
266,['00-80-00-00-04-01-9f-d7'],2021-07-30T15:02:26.293377Z,0
267,['00-80-00-00-04-01-9f-d7'],2021-08-08T09:34:31.707381Z,0
268,['00-80-00-00-04-01-9f-d7'],2021-08-19T03:41:27.504542Z,1
269,['00-80-00-00-04-01-9f-d7'],2021-06-28T00:31:34.181827Z,0
270,['00-80-00-00-04-01-9f-d7'],2021-08-16T07:16:14.836548Z,1
271,['00-80-00-00-04-01-9f-d7'],2021-08-05T15:57:30.724111Z,0
272,['00-80-00-00-04-01-9f-d7'],2021-09-06T04:42:56.713324Z,1
273,['00-80-00-00-04-01-9f-d7'],2021-09-06T13:04:02.297698Z,0
274,['00-80-00-00-04-01-9f-d7'],2021-08-27T09:41:07.911633Z,1
275,['00-80-00-00-04-01-9f-d7'],2021-08-30T20:00:21.144779Z,0
276,['00-80-00-00-04-01-9f-d7'],2021-06-21T01:30:00.692576Z,0
277,['00-80-00-00-04-01-9f-d7'],2021-06-02T22:07:20.392032Z,0
278,['00-80-00-00-04-01-9f-d7'],2021-09-07T18:53:37.132300Z,0
279,['00-80-00-00-04-01-9f-d7'],2021-07-24T17:04:08.677190Z,0
280,['00-80-00-00-04-01-9f-d7'],2021-09-01T19:43:40.677774Z,0
281,['00-80-00-00-04-01-9f-d7'],2021-08-11T05:34:49.316119Z,1
282,['00-80-00-00-04-01-9f-d7'],2021-06-16T02:07:28.753182Z,0
283,['00-80-00-00-04-01-9f-d7'],2021-06-08T03:14:13.244049Z,1
284,['00-80-00-00-04-01-9f-d7'],2021-06-27T03:03:08.595073Z,0
285,['00-80-00-00-04-01-9f-d7'],2021-07-14T04:51:58.115175Z,1
286,['00-80-00-00-04-01-9f-d7'],2021-07-18T16:14:25.857877Z,0
287,['00-80-00-00-04-01-9f-d7'],2021-08-07T06:08:12.851397Z,0
288,['00-80-00-00-04-01-9f-d7'],2021-07-21T01:58:37.358704Z,1
289,['00-80-00-00-04-01-9f-d7'],2021-08-05T06:24:54.441453Z,1
290,['00-80-00-00-04-01-9f-d7'],2021-06-10T18:28:08.428259Z,1
291,['00-80-00-00-04-01-9f-d7'],2021-09-03T14:40:42.159127Z,0
292,['00-80-00-00-04-01-9f-d7'],2021-07-17T15:11:12.760295Z,0
293,['00-80-00-00-04-01-9f-d7'],2021-06-05T07:14:02.170121Z,0
294,['00-80-00-00-04-01-9f-d7'],2021-06-04T10:57:07.722754Z,0
295,['00-80-00-00-04-01-9f-d7'],2021-09-06T08:17:46.557095Z,1
296,['00-80-00-00-04-01-9f-d7'],2021-08-17T02:22:33.403752Z,0
297,['00-80-00-00-04-01-9f-d7'],2021-08-03T04:56:33.199601Z,1
298,['00-80-00-00-04-01-9f-d7'],2021-06-28T22:00:11.341472Z,0
299,['00-80-00-00-04-01-9f-d7'],2021-09-06T01:08:17.980168Z,0
300,['00-80-00-00-04-01-9f-d7'],2021-06-19T13:42:36.477371Z,0
301,['00-80-00-00-04-01-9f-d7'],2021-08-09T08:14:44.983415Z,1
302,['00-80-00-00-04-01-9f-d7'],2021-08-24T20:53:37.651357Z,0
303,['00-80-00-00-04-01-9f-d7'],2021-06-25T21:13:38.724597Z,0
304,['00-80-00-00-04-01-9f-d7'],2021-08-10T23:36:59.773137Z,0
305,['00-80-00-00-04-01-9f-d7'],2021-06-01T11:31:31.948461Z,0
306,['00-80-00-00-04-01-9f-d7'],2021-07-31T07:44:46.678256Z,0
307,['00-80-00-00-04-01-9f-d7'],2021-07-24T02:45:15.782041Z,0
308,['00-80-00-00-04-01-9f-d7'],2021-06-15T16:34:55.426388Z,0
309,['00-80-00-00-04-01-9f-d7'],2021-07-17T05:38:37.448607Z,0
310,['00-80-00-00-04-01-9f-d7'],2021-07-22T13:46:12.673599Z,0
311,['00-80-00-00-04-01-9f-d7'],2021-08-25T13:35:50.633147Z,0
312,['00-80-00-00-04-01-9f-d7'],2021-08-02T11:02:52.564365Z,0
313,['00-80-00-00-04-01-9f-d7'],2021-08-29T18:57:16.020244Z,0
314,['00-80-00-00-04-01-9f-d7'],2021-07-19T04:10:22.796772Z,1
315,['00-80-00-00-04-01-9f-d7'],2021-07-12T19:39:58.571099Z,0
316,['00-80-00-00-04-01-9f-d7'],2021-09-02T20:47:04.138994Z,0
317,['00-80-00-00-04-01-9f-d7'],2021-07-24T13:29:33.017335Z,0
318,['00-80-00-00-04-01-9f-d7'],2021-08-17T21:52:05.808440Z,0
319,['00-80-00-00-04-01-9f-d7'],2021-07-01T12:50:40.443384Z,0
320,['00-80-00-00-04-01-9f-d7'],2021-07-25T15:44:23.036672Z,0
321,['00-80-00-00-04-01-9f-d7'],2021-09-06T16:38:57.926909Z,1
322,['00-80-00-00-04-01-9f-d7'],2021-08-28T09:32:58.391187Z,0
323,['00-80-00-00-04-01-9f-d7'],2021-08-20T01:10:10.896186Z,1
324,['00-80-00-00-04-01-9f-d7'],2021-08-20T17:52:20.620601Z,0
325,['00-80-00-00-04-01-9f-d7'],2021-09-04T15:44:04.734472Z,0
326,['00-80-00-00-04-01-9f-d7'],2021-08-08T02:25:17.337675Z,0
327,['00-80-00-00-04-01-9f-d7'],2021-07-24T23:02:15.184525Z,0
328,['00-80-00-00-04-01-9f-d7'],2021-06-19T11:19:33.589464Z,0
329,['00-80-00-00-04-01-9f-d7'],2021-08-22T08:03:01.649833Z,0
330,['00-80-00-00-04-01-9f-d7'],2021-06-02T06:36:58.617723Z,1
